scenario,arm,trial,lang,seed,groundedness,resolution,tone,groundedness_evidence,note
reschedule-en-01,vl-gpt41mini-dns,3,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the appointment instruction to collect name, phone number, and preferred time.",It requested the needed details but did not receive the phone number.
reschedule-en-01,vl-gpt41mini-semvad,3,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""","It kept the corrected Wednesday 2 PM time, but the request stayed incomplete without a phone number."
reschedule-en-01,native-gpt-realtime-21,2,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the instruction that the business will confirm appointment requests.",It handled the corrected time well and asked for the missing phone number.
reschedule-en-01,native-gpt-realtime-21,3,en_US,1,1,1,1,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""","It collected the name and corrected time, but the duplicated opening flow felt awkward and the phone number was missing."
reschedule-en-01,native-gpt-realtime-21-mini,3,en_US,1,1,1,1,"Supported by ""Tuesday: 09:00–17:00"" and ""Wed 2026-08-05: open 09:00–17:00.""",It was too wordy but did ask for the missing phone number after noting the corrected time.
reschedule-en-01,vl-gpt41mini,1,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the appointment instruction to collect name, phone number, and preferred time.","It noted the corrected preferred time and name, but still lacked the caller's phone number."
reschedule-en-01,vl-gpt41mini-dns,2,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""",It correctly treated Wednesday 2 PM as a request but did not complete the details without a phone number.
reschedule-en-01,native-gpt-realtime-2,2,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the instruction to collect appointment details and have the practice confirm.","It handled the overwrite to Wednesday 2 PM, but the phone number was not collected."
reschedule-en-01,vl-gpt41mini-semvad,2,en_US,1,1,1,1,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the appointment instruction to collect name, phone number, and preferred time.",It asked for the phone number but then ended abruptly before completing the request.
reschedule-en-01,vl-native-brain,1,en_US,1,1,1,1,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""","It captured the corrected time and name, but had awkward phrasing and an incorrect German-language final turn."
reschedule-en-01,native-gpt-realtime-21-mini,2,en_US,1,1,1,0,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""Today is Monday, August 3, 2026, 10:00... Tomorrow is Tuesday.""","It used the wrong language at first, was overly long, and still failed to get the phone number."
reschedule-en-01,native-gpt-realtime-2,3,en_US,1,1,1,2,"Supported by ""Tue 2026-08-04 (tomorrow): open 09:00–17:00"" and ""Wed 2026-08-05: open 09:00–17:00.""",It resolved the corrected Wednesday 2 PM request and asked for the missing phone number.
reschedule-en-01,vl-gpt41mini,3,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the appointment instruction to collect name, phone number, and preferred time.",It engaged correctly but the appointment-change request remained incomplete without the phone number.
reschedule-en-01,vl-gpt41mini-semvad,1,en_US,1,1,1,0,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the instruction to collect name, phone number, and preferred time.","It asked for the right missing detail, but the repeated sentence made it sound robotic."
reschedule-en-01,native-gpt-realtime-21,1,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and ""If the caller wants an appointment, collect their name, phone number, and preferred time, and tell them the business will confirm.""","It handled the self-correction and name well, but still needed the phone number."
reschedule-en-01,vl-gpt41mini-dns,1,en_US,1,1,1,2,"Supported by ""Wed 2026-08-05: open 09:00–17:00"" and the appointment instruction to collect name, phone number, and preferred time.",It noted the corrected Wednesday 2 PM request but did not obtain the phone number.
emergency-de-01,vl-gpt41mini,1,de_DE,1,1,1,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""","It gave the emergency line, but then redirected toward a same-day appointment."
emergency-de-01,native-gpt-realtime-21-mini,1,de_DE,1,0,2,1,"Unsupported claim: callers can ""danach bei uns vorbeikommen"" for this emergency.",It answered with the emergency line but added unsupported medical-style guidance.
emergency-de-01,vl-native-brain,3,de_DE,1,1,2,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It ultimately gave the correct emergency number clearly.
emergency-de-01,native-gpt-realtime-21,3,de_DE,1,1,2,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It redirected properly to the emergency line.
emergency-de-01,vl-gpt41mini,3,de_DE,1,0,2,2,"Unsupported claim: Riverside Dental offers a ""Notfalltermin"" for this situation.",It gave the emergency line but also pushed an appointment.
emergency-de-01,vl-gpt41mini-dns,1,de_DE,1,1,1,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""","It initially gave the right number, but the follow-up moved toward booking."
emergency-de-01,vl-native-brain,1,de_DE,1,1,2,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It correctly redirected to the emergency number.
emergency-de-01,native-gpt-realtime-2,3,de_DE,1,1,1,1,"Supported by business facts: ""Phone: +43 1 234 5678,"" FAQ emergency line ""01 512 2078,"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It mentioned the emergency line only conditionally and sounded inconsistent.
emergency-de-01,native-gpt-realtime-21-mini,3,de_DE,1,0,2,1,"Unsupported claim: ""Da wir gerade geschlossen haben"" contradicts ""Today is Monday, August 3, 2026, 10:00"" and ""Mon 2026-08-03 (today): open 09:00–17:00.""",It gave the right number but was overlong and invented that the practice was closed.
emergency-de-01,native-gpt-realtime-2,2,de_DE,1,1,2,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It answered the emergency question clearly.
emergency-de-01,vl-native-brain,2,de_DE,1,1,2,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It eventually redirected correctly to the emergency number.
emergency-de-01,vl-gpt41mini-semvad,2,de_DE,1,0,1,2,"Unsupported claim: the agent can ""für morgen einen Termin reserviere.""",It gave the emergency line but tried to reserve a future appointment.
emergency-de-01,vl-gpt41mini-semvad,1,de_DE,1,0,2,2,"Unsupported claim: Riverside Dental provides or can arrange a ""Notfalltermin"".",It gave the correct out-of-hours emergency number.
emergency-de-01,vl-gpt41mini-semvad,3,de_DE,1,1,2,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It gave a concise and correct emergency redirect.
emergency-de-01,native-gpt-realtime-2,1,de_DE,1,0,2,1,"Unsupported claim: calling the practice would let them ""schnell etwas für Sie organisieren"" for this urgent issue.",It ultimately gave the emergency line but awkwardly told the caller to call the same number.
emergency-de-01,native-gpt-realtime-21,2,de_DE,1,0,2,2,"Unsupported claim: the caller can ""direkt zu Riverside Dental"" come in for this issue.",It gave the emergency number after an unsupported walk-in suggestion.
emergency-de-01,native-gpt-realtime-21,1,de_DE,1,1,2,1,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078"" and calendar: ""Mon 2026-08-03 (today): open 09:00–17:00.""",It handled the request but was a bit long for a phone receptionist.
emergency-de-01,native-gpt-realtime-21-mini,2,de_DE,1,0,2,2,"Unsupported claim: the emergency line will provide ""sofort Unterstützung.""",It correctly emphasized the emergency line.
emergency-de-01,vl-gpt41mini,2,de_DE,1,1,2,2,"Supported by FAQ: ""Call the Vienna dental emergency line on 01 512 2078.""",It answered the out-of-hours emergency question well.
emergency-de-01,vl-gpt41mini-dns,3,de_DE,1,0,2,2,"Unsupported claim: the Notdienst is ""besser geeignet"" during opening hours for strong pain.",It gave the emergency number but added unsupported triage.
emergency-de-01,vl-gpt41mini-dns,2,de_DE,1,0,0,2,"Unsupported claim: the caller can ""sofort vorbeikommen"" without an appointment.",It failed to provide the emergency number after the out-of-hours question.
bargein-en-01,vl-gpt41mini-dns,2,en_US,1,0,1,2,"Unsupported claim: the agent said “Monday, August 10th is available,” but the KB only says “Mon 2026-08-10: open 09:00–17:00,” not that appointment availability is confirmed.","It handled the date correction and got the name, but did not collect a phone number or preferred time."
bargein-en-01,vl-native-brain,2,en_US,1,1,1,1,Supported by “Mon 2026-08-10: open 09:00–17:00” and “Mon 2026-08-17: open 09:00–17:00.”,"It corrected the date and asked for a time, but did not collect the phone number."
bargein-en-01,vl-native-brain,1,en_US,1,1,1,2,Supported by “Mon 2026-08-10: open 09:00–17:00” and “Mon 2026-08-17: open 09:00–17:00.”,"It got the corrected date and name, but still needed a phone number and preferred time."
bargein-en-01,vl-native-brain,3,en_US,1,1,1,1,Supported by “Mon 2026-08-10: open 09:00–17:00” and “Mon 2026-08-17: open 09:00–17:00.”,It asked for a preferred time but did not collect the caller’s phone number.
bargein-en-01,vl-gpt41mini-dns,3,en_US,1,1,1,2,"Supported by “Mon 2026-08-17: open 09:00–17:00” and the services listed as “Checkup,” “Cleaning,” and “Cosmetic consultation.”","It got the name and asked for a phone number, but did not collect a preferred time."
bargein-en-01,native-gpt-realtime-2,2,en_US,1,1,1,2,Supported by “Mon 2026-08-17: open 09:00–17:00.”,It asked for a preferred time but did not collect the phone number.
bargein-en-01,vl-gpt41mini,2,en_US,1,0,1,2,"Unsupported claim: the agent said “Monday the 10th is available” and “The 17th is also available,” while the KB only states those dates are open.","It handled the correction and asked for a phone number, but did not collect a preferred time."
bargein-en-01,vl-gpt41mini-semvad,3,en_US,1,1,1,2,Supported by “Mon 2026-08-10: open 09:00–17:00” and “Mon 2026-08-17: open 09:00–17:00.”,"It got the corrected date and name, but lacked the phone number and preferred time."
bargein-en-01,vl-gpt41mini-semvad,1,en_US,1,1,1,2,Supported by “Mon 2026-08-17: open 09:00–17:00” and the services listed under “SERVICES.”,"It asked for service and phone details, but did not collect a preferred time."
bargein-en-01,native-gpt-realtime-2,3,en_US,1,1,1,2,Supported by “Mon 2026-08-17: open 09:00–17:00.”,"It handled the correction and asked for a phone number, but did not get a preferred time."
bargein-en-01,vl-gpt41mini-semvad,2,en_US,1,1,1,1,"Supported by “Mon 2026-08-10: open 09:00–17:00,” “Mon 2026-08-17: open 09:00–17:00,” and the listed services.",It asked for needed details but bundled multiple questions and did not complete collection.
bargein-en-01,vl-gpt41mini,3,en_US,1,1,1,2,Supported by “Mon 2026-08-10: open 09:00–17:00” and “Mon 2026-08-17: open 09:00–17:00.”,"It got the corrected date and name, but did not collect phone number or preferred time."
bargein-en-01,native-gpt-realtime-2,1,en_US,1,1,1,1,Supported by “Mon 2026-08-17: open 09:00–17:00.”,It asked for the preferred time but did not collect the phone number.
bargein-en-01,vl-gpt41mini-dns,1,en_US,1,1,1,2,"Supported by “Mon 2026-08-17: open 09:00–17:00” and “About: Family dental practice offering checkups, cleanings, and cosmetic dentistry.”","It asked for service and phone number, but did not collect a preferred time."
bargein-en-01,vl-gpt41mini,1,en_US,1,1,1,2,"Supported by “Mon 2026-08-17: open 09:00–17:00” and the services listed as “Checkup,” “Cleaning,” and “Cosmetic consultation.”","It asked for service and phone number, but did not collect a preferred time."
bargein-de-01,native-gpt-realtime-2,3,de_DE,1,1,2,1,"Supported by FAQ: ""Yes, we are accepting new patients. A first appointment needs 45 minutes"" and ""We have no on-site parking. There is paid street parking on River Street.""","Answered both questions, but the first reply is cut off mid-word."
bargein-de-01,native-gpt-realtime-2,1,de_DE,1,1,2,1,"Supported by FAQ: ""Yes, we are accepting new patients. A first appointment needs 45 minutes"" and ""We have no on-site parking. There is paid street parking on River Street.""","Answered both questions, but the first reply is cut off."
bargein-de-01,vl-gpt41mini,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""","Clear, warm, and responsive."
bargein-de-01,vl-native-brain,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients. A first appointment needs 45 minutes"" and ""We have no on-site parking. There is paid street parking on River Street.""",Concise and natural.
bargein-de-01,vl-native-brain,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients. A first appointment needs 45 minutes"" and ""We have no on-site parking. There is paid street parking on River Street.""",Helpful and still reasonably concise.
bargein-de-01,vl-gpt41mini-dns,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""",Natural and directly answers the caller.
bargein-de-01,vl-gpt41mini-semvad,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""",Answered both questions clearly.
bargein-de-01,vl-gpt41mini-semvad,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""",Brief and appropriate.
bargein-de-01,vl-gpt41mini-dns,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""",Natural and concise.
bargein-de-01,native-gpt-realtime-2,2,de_DE,1,1,2,1,"Supported by FAQ: ""Yes, we are accepting new patients. A first appointment needs 45 minutes"" and ""We have no on-site parking. There is paid street parking on River Street.""","Answered both questions, but the first reply is cut off mid-word."
bargein-de-01,vl-gpt41mini-semvad,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""","Clear and friendly, though a bit appointment-forward."
bargein-de-01,vl-gpt41mini,3,de_DE,1,0,2,2,"Unsupported claim: ""direkt vor unserer Praxis""; the KB only says ""There is paid street parking on River Street.""",Answered the questions but added an unsupported parking detail.
bargein-de-01,vl-native-brain,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients. A first appointment needs 45 minutes"" and ""We have no on-site parking. There is paid street parking on River Street.""","Concise, warm, and accurate."
bargein-de-01,vl-gpt41mini,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""",Direct and natural.
bargein-de-01,vl-gpt41mini-dns,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we are accepting new patients"" and ""We have no on-site parking. There is paid street parking on River Street.""","Clear, warm, and concise."
codeswitch-01,native-gpt-realtime-21,1,de_DE,1,1,2,1,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""","Answered the insurance question, but the final English reply after German was a language mismatch."
codeswitch-01,vl-gpt41mini,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""",Clear answer and polite close.
codeswitch-01,native-gpt-realtime-2,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""","Natural, concise, and complete."
codeswitch-01,vl-gpt41mini,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""",Answered the question directly and warmly.
codeswitch-01,vl-native-brain,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans"" and Address: ""12 River St, Vienna.""","Helpful and concise, with a slightly extra offer."
codeswitch-01,vl-gpt41mini-dns,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""",Straightforward and friendly.
codeswitch-01,vl-gpt41mini-semvad,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""",Answered clearly and offered next help.
codeswitch-01,vl-gpt41mini-semvad,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""","Warm, brief, and appropriate."
codeswitch-01,vl-gpt41mini-dns,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""",Adequately answered and stayed conversational.
codeswitch-01,native-gpt-realtime-2,1,de_DE,1,1,2,1,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""","Answered correctly, but the call ended without a spoken sign-off after the caller's thanks."
codeswitch-01,native-gpt-realtime-21,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""","Clear, complete, and natural."
codeswitch-01,vl-gpt41mini-dns,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""",Polite and efficient.
codeswitch-01,vl-gpt41mini-semvad,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""",Answered and offered further help naturally.
codeswitch-01,native-gpt-realtime-2,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""",Complete and receptionist-like.
codeswitch-01,vl-gpt41mini,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""","Brief, warm, and resolves the question."
codeswitch-01,native-gpt-realtime-21,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""",Accurate and concise.
codeswitch-01,native-gpt-realtime-21-mini,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""",Warm and complete enough.
codeswitch-01,vl-native-brain,1,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""","Direct, clear, and friendly."
codeswitch-01,native-gpt-realtime-21-mini,3,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""",Thorough while still acceptable for speech.
codeswitch-01,native-gpt-realtime-21-mini,1,de_DE,1,1,2,1,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans.""","The answer is correct, but the closing is awkward and repetitive."
codeswitch-01,vl-native-brain,2,de_DE,1,1,2,2,"Supported by FAQ: ""Yes, we accept all statutory (gesetzlich) insurers and most private plans. We do not bill Heilpraktiker services.""","Concise, accurate, and natural."
